Grid,Column,Row,Afroaster erucifolius,Alepidea natalensis,Alepidea setifera,Alepidea thodei,New alternate anthospermum,Anthospermum herbaceum,Anthospermum hispidulum,Anthospermum round,Anthoxanthum ecklonii,Arctotis arctoides,Argyrolobium marginatum,Athrixia fontana,Berkheya multijuga,Bulbostylis humulis,Bupleurum mundii,Carex killickii,Carex zuluensis,Cerastium arabidis,Commelina orchid,Corycium dracomontanum,Cotula hispida,Crassula lanceolata,Crassula natans,Crassula peploides,Crassula setulosa,Crassula tuberella,Craterocapsa tarsodes,Delosperma obtusum,Disa cephalotes,Disa fragrans,Dragon plant,Erica woodii,Erica woody white stem,Eumorphia prostrata,Felicia rosulata,Festuca caprina,Festuca costata,Festuca scabra,Ficinia stolonifera,Gazania krebsiana,Geranium multisectum,Geum capense,Glumicalyx lesuticus,Glumicalyx nutans,Glumicaylx flanaganii,Gnidia baurii,Grey daisy,Grey feathery daisy,Heichrysum trilineatum,Helichrysum albo-brunneum,Helichrysum bellum,Helichrysum flanaganii,Helichrysum gold flat inflorescence,Helichrysum linneatum,Helichrysum monticola,Helichrysum sessiloides,Helichrysum sp.1,Helichrysum subglomeratum,Hesperantha baurii,Hirpicium armerioides,Irid sandpaper,Isolepis sp.,Kniphofia ritualis,Limosella vesiculosa,Lobelia preslii,Long stalk 3 vein,Luzula africana,Merxmuellera drakensbergensis,Morph irid,Ornithogalum cf. juncifolium ,Oxalis obliquifolia,Pentameris airoides,Poa binata,Psammotropha mucronata,Purple bottom aster,Red stem herb,Romulea thodei,Ruschia sp.,Satyrium longicauda,Scabiosa columbaria,Sebaea sedoides,Senecio achilleifolius,Senecio asperulus,Senecio gramineus,Senecio harveianus,Senecio hastatus,Senecio macrocephalus,Senecio midvein,Senecio Sp1.,Senecio speciosus,Square-leaf morea,Succulent albuca,Succulent thistle,Tenaxia disticha,Thesium sp.,Ursinia montana,Wirey morea,Woody gazania,Wurmbea burttii,Zaluzianskya Sp.1
4,E,6,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,25,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,0.5,,,,,,,,,,,,,1,,,,,,,12,,,,,,
4,H,7,,,2,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,25,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,4,0.5,,,,,,1,,,,,1,,1,,,,,,,3,,0.5,,,,0.5
4,G,7,,,1,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,,,,,,,,,,,,,30,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,0.5,0.5,1,0.5,,,,,,,,,,,,,0.5,,,,,,,1,,1,,,,
4,F,7,,,2,,,,,,0.5,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,0.5,10,,,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,0.5,0.5,15,0.5,,,0.5,,,,,,,,0.5,,0.5,,,,,,,,,1,,,,0.5
4,E,7,,,1,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,5,1,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,5,,,0.5,1,3,0.5,,,0.5,,,,,,,,0.5,,1,,,,,,,2,,,,,,0.5
4,H,8,,,1,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,10,2,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,,3,0.5,,,0.5,,,0.5,,,,,0.5,,1,,,,,,,2,,0.5,,,,0.5
4,G,8,,,2,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,20,2,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,2,,,0.5,,15,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,,,8,,3,,,,
4,F,8,,,1,,,,1,,0.5,,,,,0.5,,,0.5,,,,,,,,,,,,,0.5,,,,,0.5,15,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,0.5,,35,0.5,,,,,1,,,,,,,,0.5,,,,,,,2,,,,,,0.5
4,E,8,,,2,,,,,,,,,,,0.5,,,2,,,,0.5,,,,,,0.5,,,,,0.5,,,0.5,8,30,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,10,0.5,,,0.5,,0.5,,,,,,0.5,,0.5,,,,,,,,,,,,,0.5
4,H,9,,,0.5,,,,,,0.5,,,,,0.5,,,3,,,,1,,,,,,,,,,,,,,0.5,10,15,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,1,,,0.5,,10,0.5,,,,,0.5,0.5,,,,,2,,,,,,,,,15,0.5,1,,,,
4,G,9,,,1,,,,,,,,,,,0.5,,,2,,,,2,,,,,,,,,,,,,,0.5,15,25,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.5,,20,0.5,,,,,,,,,,,0.5,,1,,,,,,,3,,,,,,0.5
4,F,9,,,1,,,,,,,,,,,0.5,,,2,,,,1,,,,,,,,,,,,,,0.5,10,35,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,1,,0.5,0.5,1,1,0.5,,,,,,,,,,,2,,1,,,,,,,2,,,,,,0.5
4,E,9,,,0.5,,,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,,0.5,,,0.5,2,45,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,2,,,0.5,1,1,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,0.5,,,,,1
4,H,10,,,0.5,,,,,,0.5,,,,,0.5,,,1,,,,2,,,,0.5,,,,,,,,,,0.5,10,10,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,3,,,0.5,1,2,0.5,,,0.5,,0.5,,,,,,1,,0.5,,,,,,,1,,,,,,0.5
4,G,10,,,2,,,,,,,,,,,0.5,,,2,,,,1,,,,,0.5,,,,,,,,,0.5,3,35,,,0.5,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,0.5,,,0.5,,5,0.5,,,0.5,,,,,,,,0.5,,0.5,,,,,,,,,1,,,,0.5
4,F,10,,,2,,,,,,,,,,,0.5,,,0.5,,,,1,,,,,,,,,,,0.5,,,,10,20,,,0.5,,,,,,,,,,1,,,,,,,,0.5,,,,,,,,,,2,,0.5,0.5,0.5,8,1,,,0.5,,,,,,,,0.5,,1,,,,,,,3,,,,,,0.5
4,E,10,,,1,,,,,,,,,,,0.5,,,2,,,,,,,,,,,,,,,,,,0.5,5,20,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2,,0.5,0.5,2,10,0.5,,,,,0.5,,,,,,2,,,,,,,,,2,,,,,,
4,E,11,,,0.5,,,,,,,,,,,0.5,,,1,,,,0.5,,,,0.5,,0.5,,,,,0.5,,,0.5,5,40,,,0.5,,,,,,,,,,2,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,,1,0.5,,,,,,,,,,,0.5,,1,,,,,,,,0.5,,,,,
4,F,11,,,2,,,,,,,,,,,0.5,,,3,,,,1,,,,,,,,,,,0.5,,,0.5,5,15,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,1,,,0.5,0.5,8,0.5,,,0.5,,0.5,,,,,,1,,,,,,,,,,,,,,,0.5
4,G,11,,,3,,,,,,,,,,,0.5,,,1,,,,2,,,,,,,,,,,,,,0.5,5,30,0.5,,0.5,,,,,,1,,,,0.5,,,,,,,,1,,,,,,,,,,1,,,0.5,,3,0.5,,,,,,,,,,,2,,0.5,,,,,,,,,,,,,0.5
4,H,11,,,3,,,,,,,,,,,0.5,,,2,,,,,,,,,,,,,,,,,,0.5,3,20,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,2,,,0.5,,5,0.5,,,,,,,,,,,1,,,,,,,,,,,,,,,
4,E,12,,,1,,,,,,,,,0.5,,0.5,,,0.5,,,,0.5,,,,,,0.5,,,,,1,,,0.5,0.5,50,,,0.5,,,,,,1,,,,0.5,,,,,,,,0.5,0.5,,,,,,,,0.5,0.5,,,0.5,,0.5,0.5,,,0.5,,1,,,,,,1,,1,,,,,,,,0.5,,,,,
4,F,12,,,1,,,,0.5,,,,,,,0.5,,,0.5,,,,1,,,,0.5,,,,,,,1,,,,,45,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,2,,,0.5,,2,0.5,,,,,1,,,,,,0.5,,1,,,,,,,,0.5,0.5,,,,
4,G,12,,,3,,,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,,,,,0.5,10,20,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,3,,,0.5,,15,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,0.5,,,,,
4,H,12,,,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,20,20,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,0.5,,25,0.5,,,0.5,,,,,,,,0.5,,1,,,,,,,,,0.5,,,,
4,A,11,,,,0.5,,,,,,,,,,0.5,,,0.5,,,,0.5,,,,,,,,,,,,,,,25,10,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,0.5,0.5,0.5,,,0.5,,0.5,,,,,,0.5,,0.5,,,,,,,,0.5,0.5,,,,
4,B,11,0.5,,,0.5,,,,,,,,,,0.5,,,1,,,,,,,,,0.5,,,,,,0.5,,,,2,30,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,1,1,0.5,,,,,0.5,,,,,,0.5,,0.5,,,,,,,,,,,,,
4,C,11,,,0.5,1,,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,,,,,0.5,1,25,,,1,,,1,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,2,,,0.5,0.5,1,0.5,,,,,0.5,,,,,,0.5,,0.5,,,,,,,,0.5,,,,,
4,D,11,,,0.5,0.5,,,0.5,,,,,,,0.5,,,0.5,,,,0.5,,,,,,,,,0.5,,0.5,,,,,40,1,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,1,0.5,0.5,,,,,0.5,,,,,,0.5,,1,,,,,,,,0.5,,,,,
4,D,12,,,0.5,0.5,,,0.5,,,,,,,0.5,,,5,,,,1,,0.5,,,,,,,,,,,,0.5,,25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,0.5,0.5,0.5,,,0.5,,0.5,,,,,,1,,0.5,,,,,,,,0.5,,,,,
4,C,12,,,0.5,20,,,0.5,,,,,,,1,,,1,,,,0.5,,,,,,,,,,,,,,,0.5,0.5,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,20,,,1,,1,0.5,,,0.5,,0.5,,,,,,0.5,,0.5,,,,,,,,0.5,,,,,
4,B,12,,,0.5,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,0.5,15,1,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1,,,0.5,2,1,0.5,,,0.5,,1,,,,,,0.5,,0.5,,,,,,,,0.5,,,,,
4,A,12,,,,0.5,,,,,,,,,,0.5,,,1,,0.5,,0.5,,,,,0.5,,,,,,0.5,,,0.5,10,10,,,0.5,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,3,,,0.5,,2,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,,,,0.5,0.5,,,,
1,E,1,0.5,,,,0.5,,,,0.5,,0.5,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,1,0.5,3,,0.5,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,0.5,0.5,8,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,1,,3,,,,
1,F,1,0.5,,,,1,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,5,3,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,1,,,,,,,,,,,,,0.5,,10,,,,0.5,,,,,,,,,0.5,,,,,,,,3,,5,,,,
1,G,1,0.5,,,,1,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,0.5,,,1,15,0.5,,0.5,,,,,,,,,,,,,,,,,,2,,,,,,,,,0.5,1,,,0.5,1,1,0.5,,,0.5,,,0.5,,,,0.5,,,0.5,,,,,,,4,,5,,,,
1,H,1,0.5,,0.5,,2,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,10,1,1,0.5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,,,0.5,,1,0.5,,,0.5,,,0.5,,,,0.5,,0.5,0.5,,,,,,,,,1,,,,
1,H,2,0.5,,0.5,,5,,15,,0.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,8,1,,,,,,,,,,,,0.5,,,,,,,,1,,,,,,,,,,15,,,0.5,0.5,1,0.5,,,0.5,,,,,,,0.5,,0.5,0.5,,,,,,,0.5,,,,,,
1,G,2,0.5,,,,0.5,,,,,0.5,,,,0.5,,,0.5,,,,,,,,,,,,,,,,4,,,,4,,,0.5,,,,,,,,,,,,,,,,,,5,0.5,,,,,,,,,1,,,0.5,2,0.5,,,,0.5,,,,,,,,,,,,,,,,,0.5,,3,,,,
1,F,2,0.5,,,,0.5,,,,0.5,,,,,0.5,,,1,,,,,,,,0.5,,0.5,,,,,,50,,,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,0.5,1,1,,,,,,,,,,,0.5,,1,0.5,,,,,0.5,,0.5,,1,,,,
1,E,2,0.5,,,,,,,,,,,,,0.5,0.5,,1,,,,2,,,,0.5,,,,,,,,0.5,,,,0.5,2,,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,0.5,,,0.5,1,0.5,,,,0.5,,,,,,,,,1,,,,,,,,0.5,,0.5,,,,
1,E,3,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,0.5,0.5,,,,,,,,,45,,0.5,0.5,1,0.5,,,,0.5,,,,,,,0.5,,0.5,,,,,,,,,,,,,,
1,F,3,0.5,,0.5,,0.5,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,4,,0.5,0.5,3,1,0.5,,,0.5,,,,,,,0.5,,0.5,,,,,,,,,,,,,,
1,G,3,0.5,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,5,,,0.5,1,,,,,0.5,,,,,,,,,0.5,,,,,,,,0.5,,,,,,
1,H,3,,,,,0.5,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,,0.5,2,,0.5,,,,,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,10,,0.5,,,0.5,,,,,,,1,,,,,,,,,,,,,,0.5,,,,,,
1,H,4,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,,,,0.5,,,,,,,,,,,,,,,0.5,,0.5,,,,,,
1,G,4,0.5,,,,,,,,,,,,,0.5,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,2,,,0.5,1,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
1,F,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,12,,0.5,0.5,,,10,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,1,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,
1,E,4,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,8,,,0.5,0.5,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,,,,,,
1,E,5,0.5,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,15,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,0.5,,,,0.5,,,,,2,,,,0.5,0.5,,,,,0.5,,,,,,,,
1,F,5,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,25,,,,2,0.5,15,0.5,,,,,,,,,0.5,,,,,,,,,1,,,,,,,,,,,,,0.5,,0.5,0.5,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,,,,,,0.5
1,G,5,,,,,3,,,,,,,,,0.5,0.5,,,,,,,,,,0.5,,,,,,,,,,0.5,,10,,8,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,0.5,,4,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,
1,H,5,0.5,,,,2,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,,,,,,,,,,0.5,2,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,4,,0.5,,,0.5,0.5,,,0.5,,,1,,,,,,2,0.5,,,,,,,4,,,,,,
1,H,6,,,,,4,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,0.5,,,,,6,,,0.5,,,,,,,,,15,,,,,,,,,0.5,0.5,,,,,,,,0.5,1,,,0.5,,0.5,0.5,,,0.5,,0.5,,,,,,,1,,,,,,,,1,,1,,,,
1,G,6,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,,,,,0.5,,,0.5,,5,0.5,5,0.5,,,,,,,,,8,,,,,,,,,0.5,0.5,,,,,,,,,2,,,0.5,,0.5,0.5,,,,,,,,,,,,0.5,,,,,,,,2,,0.5,,,,
1,F,6,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,0.5,,3,,12,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,0.5,0.5,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,0.5,,,,
1,E,6,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,0.5,2,,,,,0.5,,,,,,,,,,,,,,,0.5,,0.5,0.5,0.5,,,,
1,E,7,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,3,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,2,,0.5,,,,,,,,5,,,,0.5,,,,,,0.5,,,,,,,,
1,F,7,0.5,,,,,,,,0.5,,0.5,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,,,2,1,,0.5,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,0.5,,0.5,,,,
1,G,7,,,,,,,,,0.5,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,2,0.5,,0.5,,,,,,,,,45,,,,,,,,,1,,,,,,,,,,0.5,,,,1,0.5,,,,,,,0.5,,,,,,0.5,,,,,,0.5,,3,,,,0.5,,
1,H,7,,,,,,,,,1,,,,,0.5,0.5,,,,,,,,,,,,0.5,,,,,20,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,,,,,0.5,,1,0.5,,,,,,0.5,,,,,,0.5,0.5,,,,,0.5,,2,,,,,,
1,H,8,,,,,1,,,,,,,,,0.5,,,0.5,,,,0.5,,,,,,,,,,,,30,,0.5,1,2,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,1,,,,,,,1,,,,,,,0.5,,,,,,
1,G,8,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1,,,,,,
1,F,8,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,,2,,0.5,,0.5,,,,,,,,,2,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,0.5,,1,,0.5,,,,
1,E,8,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,0.5,,,,,,,,,,0.5,,,,0.5,,,,
1,E,9,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,10,,,,,,,,,,,,,,,,,,
1,F,9,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,3,,,,,,,,,,,,,,,,,,
1,G,9,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,H,9,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,45,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,3,,,,,,
1,H,10,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,G,10,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,
1,F,10,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,1,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,,,,,,
1,E,10,0.5,,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1,0.5,0.5,,,0.5,,,,,45,,,,0.5,,,,,,0.5,,,,0.5,,,,
1,E,11,0.5,,0.5,,,,,,0.5,,,,,0.5,,,1,,,,0.5,,,,,,0.5,,,,,,,,1,0.5,1,1,,0.5,,,,,,,,,,,0.5,,,,,,,1,0.5,,,,,,,,0.5,1,,,0.5,0.5,,0.5,,,0.5,,0.5,,,1,,,,0.5,,,,,,0.5,,1,,1,,,,0.5
1,F,11,0.5,,0.5,,,,,,,,,,,0.5,0.5,,0.5,,,,0.5,,,,,,0.5,,,0.5,,,,,,1,0.5,1,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,0.5,,,,0.5,0.5,1,,,,0.5,,0.5,,,,,,,0.5,0.5,,,,,0.5,,20,,1,,,0.5,
1,G,11,0.5,,,,,,,,0.5,,,0.5,,0.5,,,0.5,,,,2,,,,,,0.5,,,,,,,,0.5,1,0.5,0.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,0.5,,0.5,,,,,,
1,H,11,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5, ,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1,,,,,0.5,,,,,,,,,,,,,,,,,3,,,,,,
1,H,12,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,2,,,,,,,,,,,,,,,15,2,,,0.5,,,,,,,,,0.5,,,,1,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,0.5,,,,,,,,,,,,1,0.5,,,,,,,1,,5,,0.5,0.5,
1,G,12,,,1,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,30,0.5,0.5,,0.5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,0.5,,,,,0.5,0.5,,,,,,1,2,,,,,,,10,,,,,0.5,
1,F,12,0.5,,0.5,,,,,,,,,,,0.5,0.5,,,,,,2,,,,,,,,,,,,,,,0.5,,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1,,,,,,,2,,,,,,,35,,,,,,
1,E,12,0.5,,1,,,,,,,,,,,0.5,0.5,,0.5,,,,3,,,,,,,,,,,,,,,,1,3,,0.5,,,,,,,,,,,0.5,,,,,,,2,,,,,,,,0.5,0.5,,,,0.5,,0.5,,,,0.5,,,0.5,,,,,,,2,,,,,0.5,,30,,,,,,
1,E,13,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,,,,4,,,,,,,,,,,,,,,10,0.5,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,0.5,,,,,1,,2,,,,,10,,,,,,
1,F,13,,,0.5,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,2,,0.5,,,,,30,,,,,,
1,G,13,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,0.5,,,,,,,,,,,,,,,40,8,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,1,,,,,,0.5,,,,,,,0.5,2,,0.5,,,,,3,,,,,,
1,H,13,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,8,20,1,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,0.5,,1,,,,,,,0.5,,,,,,,2,,0.5,,,,,2,,,,0.5,,
1,H,14,,,1,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,,,,,,,,,,,,,8,3,2,,0.5,,,,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,0.5,,5,0.5,,,,,,1,,,,,,,3,,,,,,,,,1,,,,0.5
1,G,14,,,1,,0.5,,,,,,0.5,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,5,5,0.5,,0.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,,2,,,,,,,0.5,,3,,,,,1,,0.5,,,,,5,0.5,,,,,
1,F,14,,,0.5,,0.5,,,,,,,,,0.5,0.5,,,,,,2,,,,,,,,,,,,,,,5,0.5,1,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,0.5,0.5,,,0.5,0.5,,,,,,,,0.5,,,,,,,5,,1,,,,,10,,,,,,
1,E,14,,,,,,,,,,,,,,0.5,0.5,,,,,,0.5,,,,,,,,,,,,,,,8,0.5,2,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,20,,,0.5,,0.5,0.5,,,,,,,,2,,,,,0.5,,1,,,,,3,,,,,,
