Grid,Column,Row,Afroaster erucifolius,Alepidea natalensis,Alepidea setifera,Alepidea thodei,New alternate anthospermum,Anthospermum herbaceum,Anthospermum hispidulum,Anthospermum round,Anthoxanthum ecklonii,Arctotis arctoides,Argyrolobium marginatum,Athrixia fontana,Berkheya multijuga,Bulbostylis humulis,Bupleurum mundii,Carex killickii,Carex zuluensis,Cerastium arabidis,Commelina orchid,Corycium dracomontanum,Cotula hispida,Crassula lanceolata,Crassula natans,Crassula peploides,Crassula setulosa,Crassula tuberella,Craterocapsa tarsodes,Delosperma obtusum,Disa cephalotes,Disa fragrans,Dragon plant,Erica woodii,Erica woody white stem,Eumorphia prostrata,Felicia rosulata,Festuca caprina,Festuca costata,Festuca scabra,Ficinia stolonifera,Gazania krebsiana,Geranium multisectum,Geum capense,Glumicalyx lesuticus,Glumicalyx nutans,Glumicaylx flanaganii,Gnidia baurii,Grey daisy,Grey feathery daisy,Heichrysum trilineatum,Helichrysum albo-brunneum,Helichrysum bellum,Helichrysum flanaganii,Helichrysum gold flat inflorescence,Helichrysum linneatum,Helichrysum monticola,Helichrysum sessiloides,Helichrysum sp.1,Helichrysum subglomeratum,Hesperantha baurii,Hirpicium armerioides,Irid sandpaper,Isolepis sp.,Kniphofia ritualis,Limosella vesiculosa,Lobelia preslii,Long stalk 3 vein,Luzula africana,Merxmuellera drakensbergensis,Morph irid,Ornithogalum cf. juncifolium ,Oxalis obliquifolia,Pentameris airoides,Poa binata,Psammotropha mucronata,Purple bottom aster,Red stem herb,Romulea thodei,Ruschia sp.,Satyrium longicauda,Scabiosa columbaria,Sebaea sedoides,Senecio achilleifolius,Senecio asperulus,Senecio gramineus,Senecio harveianus,Senecio hastatus,Senecio macrocephalus,Senecio midvein,Senecio Sp1.,Senecio speciosus,Square-leaf morea,Succulent albuca,Succulent thistle,Tenaxia disticha,Thesium sp.,Ursinia montana,Wirey morea,Woody gazania,Wurmbea burttii,Zaluzianskya Sp.1
2,H,15,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,40,,2,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,10,,,,,,,20,,,,,,
2,G,15,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,10,,,,,,,,,,,,,,0.5,,,,,0.5,,10,,,,,,
2,F,15,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,55,0.5,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,2,,,,0.5,,,0.5,,,,,,,0.5,,,,,,,0.5,,,,,,
2,E,15,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,20,35,,0.5,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,10,,,,,0.5,,,,0.5,,,,
2,E,16,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,0.5,,,,,,,,,,5,,,,,,,1,,,,,,
2,F,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,,,,15,,,,,,,1,,,,,,
2,G,16,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,1,,,,,,,10,,,,,,
2,H,16,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,20,5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,,,,5,,,,,,,20,,,,,,
2,H,17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,30,3,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,,10,,,,,,,1,,,,,,
2,G,17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,1,,,,,,,0.5,,,,,,,0.5,,,,,0.5,,0.5,,,,,,
2,F,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,,,,10,,,,,,,1,,,,,,
2,E,17,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,30,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,15,,,,,,,,,,,,,,2,,,,,,,0.5,,,,,,
2,E,18,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,25,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,,,,0.5,,,,,,,,,,8,,,,,0.5,,0.5,,,,,,
2,F,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,40,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,8,,,,,0.5,,3,,,,,,
2,G,18,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,6,,,,,,,0.5,,,,,,
2,H,18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,25,,0.5,,,,,15,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,8,,,,,,,0.5,,,,,,
2,H,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,0.5,,,0.5,,,,,,,,,40,,,,,,,,,,,,,,,0.5,,,,0.5,,5,,,,0.5,,,,,,,,,,0.5,,,,,,,0.5,,,,,,
2,G,19,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,25,,1,,,,,0.5,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,0.5,,,,,,,5,,,,,,
2,F,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.5,,,,,,,2,,,,,,
2,E,19,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,3,,,,,,,,,,,,,,5,,,,,,,2,,,,,,
2,E,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,15,,,,,,,,,,,,,,1,,,,,,,2,,,,,,
2,F,20,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,35,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,,,,,,,,,,,,,,10,,,,,0.5,,10,,,,,,
2,G,20,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1,,20,,,,,2,,,,,,,,,10,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,0.5,,,,,,,15,,,,,,,5,,,,,,
2,H,20,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,6,,3,,0.5,,,1,,,,,,,,,25,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,4,,,,,0.5,,10,,,,,,
2,D,18,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0.5,30,15,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,1,,,,,,,1,,,,,,
2,C,18,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,10,25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1,,,,,,,0.5,,,,,,,5,,,,,,,2,,,,,,
2,B,18,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1,,,,,,,,,,,,,,6,,,,,,,0.5,,,,,,
2,A,18,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,0.5,,,,,,,,10,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,,,,6,,,,,,,1,,,,,,
2,A,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,40,25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,0.5,,,0.5,,,,,,,,,,5,,,,,,,2,,,,,,
2,B,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,3,,,,0.5,,,0.5,,,,,,,4,,,,,,,1,,,,,,
2,C,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,10,40,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,1,,,,,,
2,D,19,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0.5,,,,,,,0.5,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0.5,,,,,,,0.5,,,,,,,1,,,,,,
2,D,20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,15,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2,,,,,,,,,,,,,,6,,,,,,,10,,,,,,
2,C,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,4,,,,,,
2,B,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,6,,,,,,
2,A,20,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1,,,,,,,,10,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,
4,A,13,,,0.5,,,,,,,,,,,0.5,,,2,,,,,,,,,,0.5,,,,,,,,,1,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,2,,,1,0.5,1,0.5,,,0.5,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,
4,B,13,,,0.5,,,,,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,10,0.5,0.5,5,0.5,,,,,,0.5,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,1,0.5,0.5,0.5,,,0.5,,0.5,,,,,,,1,0.5,,,,,,,,,,,,,
4,C,13,,,1,,,,0.5,,,,,,,0.5,,,1,,,,,,,,,,0.5,,,,,,,,0.5,10,0.5,0.5,0.5,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,0.5,2,0.5,,,0.5,,,,,,,,,1,0.5,,,,,,,0.5,,,,,,
4,D,13,,,0.5,,,,0.5,,,,,,,0.5,,,0.5,,,,1,,,,,,,,,,,0.5,,,0.5,20,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1,,,0.5,0.5,5,0.5,,,0.5,,0.5,,,,,,,3,,,,,,,,0.5,,,,,,
4,D,14,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,25,,0.5,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,0.5,,15,,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,
4,C,14,,,0.5,,,,,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,0.5,25,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,0.5,0.5,,15,0.5,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,
4,B,14,,,0.5,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,0.5,,,0.5,15,2,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,10,,,0.5,,0.5,0.5,,,0.5,,1,,,,,,,0.5,0.5,,,,,,,,,,,,,0.5
4,A,14,,,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,0.5,0.5,,,,,,,,,,,,,,0.5,15,,0.5,1,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,0.5,0.5,,10,0.5,,,0.5,,0.5,,,,,,,0.5,,,,,,,,,,,,,,
4,A,15,,,1,,,,,,0.5,,,,,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,,,,0.5,25,,0.5,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,1,,,0.5,,15,,,,0.5,,1,,,,,,,0.5,0.5,,,,,,,0.5,,,,,,
4,B,15,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,10,0.5,1,10,0.5,,,,,,1,,,,,,,,,,,,0.5,,0.5,,,,,,,,1,,,1,,0.5,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,,,0.5,,,,,,0.5
4,C,15,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,1,10,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,15,,0.5,0.5,,0.5,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,,,,,
4,D,15,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,5,,1,7,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,3,0.5,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,,,,,,
4,D,16,,,,,,,,,,,,,,0.5,,,1,,,,,,,,2,,0.5,,,,,,,,,1,,5,10,,,,0.5,,,,,,,,,,,,,,,3,0.5,,,,,,,,,0.5,,0.5,0.5,0.5,,0.5,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,,
4,C,16,,,,,,,,,,,,,,0.5,,,,,,,,,,,2,,1,,,,,,,,,0.5,,2,10,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,0.5,0.5,1,,1,,,0.5,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,
4,B,16,,,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,2,0.5,1,5,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,0.5,0.5,0.5,0.5,0.5,,,0.5,,,,,,,,,1,0.5,,,,,,,,,0.5,,,,
4,A,16,,,5,,,,,,0.5,,,,,0.5,,,1,,,,1,,,,,,,,,,,,,,0.5,20,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,0.5,,20,0.5,,,0.5,,2,,,,,,,5,3,,,,,,,5,,,,,,
4,A,17,,,3,,,,,,,,,,,0.5,,,0.5,,,,1,,,,,,,,,,,,,,,20,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,5,,0.5,0.5,,15,0.5,,,0.5,,,,,,,,,,1,,,,,,,0.5,,,,,,0.5
4,B,17,,,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,5,,1,3,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,15,,0.5,0.5,1,0.5,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,,,,0.5,1,,,,
4,C,17,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,1,,5,20,,,,,,,,,,,,,,,0.5,,,,0.5,0.5,,,,,,,,,,,0.5,0.5,1,0.5,0.5,,,0.5,,0.5,,,,,,,0.5,0.5,,,,,,,,,,,,,
4,D,17,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,2,,,,,,,,,,,,,0.5,1,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,0.5,,,1,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,
4,D,18,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,18,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,5,,,,,,,,,,,0.5,,0.5,10,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,
4,B,18,,,,,,,,,,,,,,0.5,,,1,,0.5,,0.5,,,,0.5,,0.5,,,,,,,,0.5,0.5,,,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,0.5,0.5,,5,0.5,,,,,,,,,,,,,0.5,,,,,,,10,,,,,,0.5
4,A,18,,,3,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1,,,,,,30,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,10,,,,0.5,,0.5,,,,,,,,0.5,,,,,,,3,,1,,,,
4,A,19,,,0.5,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,,30,,,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,2,,,0.5,,5,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,,,2,,,,,,
4,B,19,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,3,,0.5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
4,C,19,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,8,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,19,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,,,,,
4,D,20,,,,,,,,,,,,,,0.5,,,,,,,,,,,8,,,,,,,,,,,,,0.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,
4,C,20,,,,,,,,,0.5,,,,,0.5,,,0.5,,,,,,,,15,,,,,,,,,,,,,0.5,20,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,8,,,0.5,,0.5,,,,0.5,,0.5,,,,,,,,0.5,,,,,0.5,,,,,,,,
4,B,20,,,7,,,,,,0.5,,,,,0.5,,,1,,,,,,,,3,,0.5,,,0.5,,,,,0.5,25,,0.5,15,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1,,,0.5,,8,0.5,,,0.5,,2,,,,,,,0.5,0.5,,,,,0.5,,0.5,0.5,0.5,,,,
4,A,20,,,2,,,,,,0.5,,,,,0.5,,,,,,,1,,,,,,,,,,,0.5,,,0.5,20,,0.5,1,0.5,,,,,,,,,,0.5,,,,,,,,0.5,0.5,,,,,,,,,0.5,,0.5,0.5,,10,0.5,,,,,,,,,,,,0.5,1,,,,,,,1,,0.5,,,,
4,E,20,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,2,,,,,,,,,,,,,4,25,0.5,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,2,3,0.5,,,0.5,,0.5,,,,,,,4,,,,,,,,,,,,,,
4,F,20,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,2,,0.5,,,,,,,,0.5,10,,4,10,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,20,,0.5,1,5,,0.5,,,0.5,,0.5,,,,,,,0.5,0.5,,,,,0.5,,,,,,,0.5,
4,G,20,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,5,,0.5,,,,,,,,0.5,3,,3,30,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,0.5,,0.5,0.5,2,10,0.5,,,0.5,,1,,,,,,,1,0.5,,,,,0.5,,0.5,,,,,0.5,
4,H,20,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,0.5,,1,,,,,,,,,0.5,,5,30,0.5,,,0.5,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,1,1,0.5,0.5,,,0.5,,0.5,,,1,,,,,0.5,,,,,0.5,,0.5,,,,,0.5,
4,H,13,,,1,,,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,,,,,0.5,6,20,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,6,,,0.5,,3,,,,,,,,,,,,,0.5,1,,,,,,,2,,,,,,0.5
4,G,13,,,3,,,,,,0.5,,,0.5,,0.5,,,1,,,,0.5,,,,,,1,,,,,,,,,6,5,1,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,0.5,,,,,,,,,6,,,0.5,,2,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,,,2,0.5,,,,,
4,F,13,,,4,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,0.5,,,,,,,,,,0.5,1,20,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,1,,,0.5,,1,0.5,,,,,0.5,,,,,,,1,1,,,,,,,10,0.5,,,,,
4,E,13,,,3,,,,,,,,,,,0.5,,,0.5,,,,,,,,1,,0.5,,,,,,,,0.5,2,10,1,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,2,0.5,,,0.5,,0.5,,,,,,,1,,,,,,,,2,0.5,,,,,
4,E,14,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,0.5,8,0.5,8,0.5,0.5,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,10,,0.5,,,1,,,,0.5,,0.5,,,,,,,2,0.5,,,,,,,0.5,,,,,,
4,F,14,,,0.5,,,,,,,,,,,,,,1,,,0.5,,,,,1,,,,,,,,,,,5,,0.5,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,3,,,0.5,,2,,,,,,0.5,,,,,,,4,,,,,,,,1,,,,,,
4,G,14,,,1,,,,,,,,,,,0.5,,,0.5,,,1,0.5,,,,,,,,,,,,,,,15,0.5,0.5,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,25,,0.5,0.5,,0.5,0.5,,,,,,,,,,,,0.5,3,,,,,,,3,,,,,,
4,H,14,,,0.5,,,,,,,,,,,,,,0.5,,,,0.5,,,,0.5,,,,,,,,,,,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,0.5,0.5,,2,,,,,,0.5,,,,,,,,5,,,,,,,1,,,,,,
4,H,15,,,,,,,,0.5,,,,,,0.5,,,,,,,1,,,,0.5,,,,,,,,,,,20,3,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,15,,,1,,2,0.5,,,0.5,,0.5,,,,,,,,1,,,,,,,,,,,,,
4,G,15,,,,,,,,,,,,,,0.5,,,1,,,,0.5,,,,4,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,3,,,0.5,,1,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,0.5,,,,,,
4,F,15,,,,,,,,,,,,,,,,,1,,,,,,,,3,,0.5,,,,,,,,,10,,2,,0.5,,,0.5,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,3,,,0.5,,,,,,0.5,,0.5,,,,,,,1,0.5,,,,,,,0.5,,,,,,
4,E,15,,,,,,,,,,,,,,,,,1,,,,,,,,1,,0.5,,,,,,,,,8,,5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.5,0.5,5,,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,,,,,,
4,E,16,,,,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,8,,5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,8,,0.5,0.5,,2,0.5,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,
4,F,16,,,,,0.5,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,30,0.5,1,,,,,,,,,,,,,,,,0.5,,,,0.5,0.5,,,,0.5,,,,,4,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,
4,G,16,,,,,,,,,,,,,,0.5,,,,0.5,,,0.5,,,,0.5,,0.5,,,,,,,,,6,0.5,0.5,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,5,,,1,1,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,
4,H,16,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,1,,,0.5,,,0.5,,,0.5,,0.5,,,,,,,,1,,,,,,,,,,,,,
4,H,17,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,0.5,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,0.5,,0.5,,,,,0.5,,,,,,,,,,,0.5,0.5,0.5,,0.5,,,0.5,,,,,0.5,,,,,,,,,,0.5,,,,,,,,
4,G,17,,,,,,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,,,,,,1,,1,2,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,5,,,0.5,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,0.5,,,,,,
4,F,17,,,,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,,0.5,,,,,,,,,,,,,5,,,,,0.5,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,6,,,1,1,0.5,0.5,,,,,,,,,,,,0.5,0.5,,,,,,,1,,,,,,
4,E,17,,,0.5,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,,0.5,,,,,,,,,,,,,0.5,,0.5,,,0.5,,,,,,,,,,,0.5,,,,0.5,0.5,,,,,,,,,7,,0.5,,2,0.5,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,
4,E,18,,,,,,,,,,,,,,0.5,,,,,,,,,,,2,,,,,,,,,,0.5,,,1,30,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,,1,,,,,,,,0.5,,,,,,,,,,,,,
4,F,18,,,,,,,,,,,,,,0.5,,,,,,,,,,,2,,,,,,,,,,,,,0.5,20,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,0.5,0.5,,,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,0.5,,,,,,,,
4,G,18,,,,,,,,,,,,,,,,,0.5,,,,,,,,1,,0.5,,,,,,,,,,,0.5,5,,,,0.5,,,,,,,,,,,0.5,,,,0.5,0.5,,,,,,,,,5,,,1,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,0.5,,,,,,
